text,company,url,source_pool,llm_label,llm_confidence,llm_reason
"분양자 연락처 및 연락 가능 시간: 010******** • 카카오톡 아이디만 단일로 기재 불가능, 채팅거래 금지 5. 하실 말씀: 수완이 되어 분양합니다 6. 사진등록: • 사진 상하단 or 사진설명에 해당 개체명 표기 • 최신...",카카오,https://cafe.naver.com/arthropod/1393711,filter_candidate,filter,high,연락처 정보와 '분양'이라는 단어가 포함된 전형적인 판매/홍보성 게시글이기 때문입니다.
"2025) - 새 책 16,000원 신촌 직거래 우대 반값택배 +2,500원, 3권 구매 시 택포 카카오톡 오픈채팅을 시작해 보세요. 링크를 선택하면 카카오톡이 실행됩니다. 회동...",카카오,https://cafe.daum.net/account2000/7BR/1746446,filter_candidate,filter,high,중고거래 및 판매/홍보성 내용을 포함하고 있어 필터링 대상입니다.
1 주소 80 Glen Cameron 2 랜트비 $800 3 성별 여성분 4 연락처 416-500-7718 kakao: wonpowerful 5 구체적인 상황과 조건 (룸의 상황이나 조건) 영/클락 근처에 있는...,카카오,https://cafe.daum.net/skc67/33dV/1291565,filter_candidate,filter,high,숙소 임대 정보를 포함하고 있어 광고성/판매성 게시글로 분류됩니다.
주문가능/(선물 주문가능) 건강식품/홍삼 /버섯/건강즙 주문 가능 ​ https://shop.coupang.com/lucky777 ​ 카톡 :simpel602 (주문 하기전 문의가능 합니다.) ​ ​ ​ ​ 중국에서...,쿠팡,https://cafe.daum.net/qingdaokorean/CIo4/48281,filter_candidate,filter,high,쇼핑몰 링크와 카카오톡 문의가 포함된 판매/홍보성 게시글입니다.
카카오톡 오픈채팅을 시작해 보세요. 링크를 선택하면 카카오톡이 실행됩니다. ㅇ https://open.kakao.com/o/saz3qTti 대량 삽가능 오늘은 밤 열시이후부터 가능하고 주말은 아침빼고는 거래 다 가능,카카오,https://cafe.naver.com/fjqmqlxmrpwjd/33519,filter_candidate,filter,high,특정 서비스 이용을 유도하는 링크 및 거래 가능 여부 안내는 스팸/판매성 게시물로 판단된다.
[ 클릭하면 네이버 톡톡으로 이동해요!] [청라 업 소호사무실 비상주사무실 할인이벤트 진행중!] [청라업공유오피스 카톡채널로 상담하세요~] 문의 및 예약 방법 ✔️ 대표전화 : 0507-1422-1191,네이버,https://cafe.naver.com/ludiasset/38130,filter_candidate,filter,high,"카카오톡 문의, 전화번호 노출 및 할인 이벤트 안내 등 명백한 광고성 게시글입니다."
"필기 없고 상태 최상입니다 반값 택배로 보내드립니다 25,000원 https://open.kakao.com/o/sVaG6SEi 세무사시험 교재 판매 open.kakao.com + 정인국 세법학연습 및...",카카오,https://cafe.daum.net/precta/4bC1/639774,filter_candidate,filter,high,중고거래 및 판매를 유도하는 광고/스팸성 게시글에 해당합니다.
"카카오, 쿠팡이츠와 ‘버티컬AI 협업’…카톡서 배달 음식 주문한다 핵심 요약: 카카오가 AI 에이전트 연동 첫 외부 서비스로 쿠팡이츠와의 협업을 추진한다고 밝혔다. 2분기 매출은 2조 985억 원, 영업이익은 2770억...",쿠팡,https://n.news.naver.com/mnews/article/011/0004649483?sid=102,filter_candidate,normal,high,카카오와 쿠팡이츠의 협업 및 관련 매출/이익 정보 등 기업 관련 실제 보도 내용임.
"잘 늘지 않았다고 느끼셨다면, 방법을 조금 바꿔보는 건 어떨까요? 현재 영어 수준과 목표를 편하게 채팅 메세지로 문의주세요 :) 💬 https://open.kakao.com/o/saDz1FHi",카카오,https://cafe.daum.net/ourvancouver/1Vfs/13439,filter_candidate,filter,high,카카오톡 오픈채팅 링크를 통해 개인 문의를 유도하는 광고/판매성 게시글이다.
(수수료X)쿠팡 로켓배송/로켓와우/쿠팡이츠 대리구매 해드려요 로켓프레시 15000원이상 가능 로켓직구 가능 쿠팡이츠 가능 주문 후 취소 및 변경 불가,쿠팡,https://cafe.daum.net/ok1221/8bIJ/7800883,filter_candidate,filter,high,대리구매 및 판매 관련 광고성 게시글에 해당합니다.
"⭐ 사재기, 사기 예방을 위해 [검색 · 네이버 서비스 공개] 체크를 해제해주세요. ⭐ 댓글 없이 바로 개인 연락을 시도하거나 인게임 친구 요청, 귓속말로 거래를 요구하는 경우 반드시 거절하시기 바랍니다. (사재기...",네이버,https://cafe.naver.com/elswordmall/4029343,filter_candidate,filter,high,특정 서비스 이용 시 주의사항이나 피해 예방 안내에 해당하여 리스크 판단의 직접적인 근거가 되기 어렵습니다.
서버(케이크) 디져트 포크&스푼 2인세트 양식 커트러리 3종세트 잼 버터 나이프 카카오톡 오픈채팅을 시작해 보세요. 링크를 선택하면 카카오톡이 실행됩니다. https...,카카오,https://cafe.daum.net/japantokyo/5lEZ/677536,filter_candidate,filter,high,상품 구매를 유도하는 링크 및 카카오톡 문의 유도 방식의 광고성 글입니다.
"잡화 도매가로 구매해드립니다! 옷 공구 옷/ 잡화 도매가로 구매해드립니다! 옷 공구 5,000원 지그재그 에이블리 도매가 공동구매! 10,000원 브랜드의류 폴로/ 디올립글로우 등) 공구합니다 브랜드의류 폴로...",에이블리,https://www.instiz.net/market_group?category=3,filter_candidate,filter,high,공동구매 및 판매/홍보성 문구가 포함된 전형적인 광고/스팸 게시글입니다.
"장난감 세개 입고  장난감 세개 입고되었습니다.  [내용 보기 ⬇️] 타이런트제로 솔리드혼 또봇 소닉 전북현대 박물관 주소: 안양시 동안구 관악대로 296번길 8, 2층 박물관 연락처: 031-346-5359 박물관 오시는길...",11번가,https://blog.naver.com/toyrak/224370796703,filter_candidate,filter,high,제품 입고 및 구매 정보를 안내하는 판매/홍보성 게시글로 판단됩니다.
"우미입니다. 컬리에서 밀키트를 자주 구매하는 편인데 이번엔 이태리국시의 곱창 치즈 파스타를 골라봤어요. ​ [이태리국시] 인기 파스타 2종 (택1) - 마켓컬리 - Better Life for All. 건강한 식재료부터 믿을 수 있는 뷰티, 라이프스타일 상품까지. 나와 내 가족이 사고 싶은 상품을 판매합니다. 내일 아침 문 앞에서...",마켓컬리,https://blog.naver.com/space_cutest/224374424540,filter_candidate,filter,high,마켓컬리 제품 홍보 및 구매를 유도하는 내용이므로 광고성 콘텐츠에 해당함.
전부 26년 책입니다! 승철 연습서(재단본) - 반택포55000 주민규 파이널(문제/해답 각 스프링제본) - 택포30000 https://open.kakao.com/o/sAtIEGHi 책 open.kakao.com,카카오,https://cafe.daum.net/account2000/7BR/1746444,filter_candidate,filter,high,특정 책의 판매 및 거래를 목적으로 하는 게시글이므로 스팸/광고로 판단됩니다.
검토하고 계시다면 (주)한마루시스템이 최적의 솔루션을 제안해 드리겠습니다. 제품구입 및 상담 문의는 카카오톡 오픈채팅 또는 한마루시스템(031-562-6230/010-****-****) 으로 부탁드립니다. 감사합니다.,카카오,https://blog.naver.com/hanmarusystem/224370919034,filter_candidate,filter,high,문의 채널을 안내하며 제품 구매나 상담을 유도하는 전형적인 광고성 게시글입니다.
주차완비(무료) ❤️ 모든 문의는 간편한 카카오톡 카카오톡 오픈채팅 카카오톡 오픈채팅 카카오톡 오픈채팅 카카오톡 오픈채팅 ❤️부산에서 가장 착한가격❤️ ❤️부산에서...,카카오,https://cafe.naver.com/hyosung0626/32068,filter_candidate,filter,high,카카오톡 문의 유도 및 가격 언급 등 광고/판매성 게시글의 전형적인 형태를 띠고 있습니다.
주차완비(무료) ❤️ 모든 문의는 간편한 카카오톡 카카오톡 오픈채팅 카카오톡 오픈채팅 카카오톡 오픈채팅 카카오톡 오픈채팅 ❤️부산에서 가장 착한가격❤️ ❤️부산에서...,카카오,https://cafe.naver.com/msiu100/662420,filter_candidate,filter,high,카카오톡 문의를 반복적으로 언급하며 판매 또는 거래를 유도하는 전형적인 광고/스팸성 게시글입니다.
SFU 버스 노선 143 1분거리 ━━━━━━━━━━━━━━━ 관심 있으신 분은 오픈카톡으로 편하게 연락 주세요! 😊 Burquitlam Rental https://open.kakao.com/o/sidECQBi,카카오,https://cafe.daum.net/ourvancouver/4Nd0/1046549,filter_candidate,filter,high,개인적인 거래 문의(오픈카톡 유도) 및 판매/홍보성 게시글에 해당합니다.
글이 팔자꺼짐을 두고 고민하고 계셨던 분들께 조금이나마 길잡이가 되었기를 바랍니다. ​ 더 궁금한 점이 있으시면 언제든 편하게 문의주세요. ​ 감사합니다. 카카오톡 문의 : https://pf.kakao.com/_xbxmmfxj​ 민앤민 민감피부 미용 클리닉 민감피부 피부미용 재생 전문 병원 일요일 진료 가능합니다 pf.kakao.com...,카카오,https://w222c2.tistory.com/134,filter_candidate,filter,high,카카오톡 문의처와 병원 홍보 링크가 포함되어 있어 광고성 게시물로 판단됩니다.
"결혼식 사회 문의 / 자료 신청 카카오톡 오픈채팅으로 편하게 문의해주세요  [카카오톡 오픈채팅 링크 삽입 위치] ️ 추천 해시태그 #본식스냅, #웨딩스냅, #결혼식사진, #결혼준비, #예비신부, #예비신랑...",카카오,https://blog.naver.com/easy_wedding25/224373809364,filter_candidate,filter,high,카카오톡 문의 유도 및 서비스 홍보성이 강한 광고성 게시글입니다.
지금 업데이트중인 강의 아니고 작년 강의입니다! -12 12-6 (완료) 6- (완료) pc 카카오톡 오픈채팅을 시작해 보세요. 링크를 선택하면 카카오톡이 실행됩니다. 기동...,카카오,https://cafe.daum.net/account2000/7BR/1746917,filter_candidate,filter,high,강의의 판매 또는 홍보와 관련된 내용으로 판단되어 광고/홍보성으로 간주했습니다.
상품 정보 더보기 〉 상품 정보 무신사 스탠다드 릴렉스 핏 크루 넥 티셔츠 크림 3XL XXXL 사이즈 8000원... 상세 무신사 스탠다드 릴렉스 핏 크루 넥 티셔츠 크림 3XL XXXL 사이즈 팝니다. 무탠다드 면 100제품이며...,무신사,https://cafe.naver.com/joonggonara/1133166353,filter_candidate,filter,high,상품의 판매 및 구매를 목적으로 하는 전형적인 중고거래 또는 판매 게시글이다.
"특히 SNS 광고, 카카오톡 오픈채팅, 텔레그램, 재택부업 관련 커뮤니티 등을 통해 접근하는 사례가... 1️⃣ 사기 전개 과정 단계 내용 1단계 SNS·카카오톡·텔레그램 등을 통해 hoyinshop 쇼핑몰 부업 홍보 2단계...",카카오,https://blog.naver.com/dbsdlsxo63220/224370777856,filter_candidate,normal,high,특정 쇼핑몰을 이용한 사기 전개 과정을 구체적으로 설명하며 리스크를 경고하고 있다.
연락방법 : 카카오톡 오픈채팅을 시작해 보세요. 링크를 선택하면 카카오톡이 실행됩니다. . https://open.kakao.com/o/sEJXLGHi → 댓글/쪽지/채팅/오픈톡 中 5. 밤밤 제휴 : - 비제휴는 공란으로 비워주세요 6....,카카오,https://cafe.naver.com/letsdate/1109718,filter_candidate,filter,high,카카오톡 오픈채팅 링크와 연락 방법 안내 등 판매/홍보성 성격이 강합니다.
"특별한 추억을 만들 수 있을 거예요. 📋 주요 상세 스펙 모델명/상품명 친절한이서방 왕특대 활전복 완도 전복 직거래, 1박스, (대) 8-9미 500g 상품 ID 8725138325 가격 27,940원 🛒 쿠팡에서 상품 정보 · 실시간 가격 확인하기 이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다...",쿠팡,https://revlog.tistory.com/94,filter_candidate,filter,high,상품의 판매 및 구매를 유도하는 광고성 게시글입니다.
여자1 남자1과 총 3명이서 살게 됩니다. 자기소개랑 같이 오픈채팅으로 연락 주세요~ 카카오톡 오픈채팅을 시작해 보세요. 링크를 선택하면 카카오톡이 실행됩니다. 헐...,카카오,https://cafe.daum.net/skc67/33dV/1291318,filter_candidate,filter,high,오픈채팅방 링크 제공과 개인 연락처를 요구하는 전형적인 스팸 또는 홍보성 글입니다.
#NAME?,카카오,https://blog.naver.com/tcgamhdos/224373811696,filter_candidate,normal,high,특정 사건에 대한 수사 및 정보 수집 과정에서 언급되는 구체적인 기록 항목들입니다.
"튜닝 및 상담문의는 ecu 맵핑 문의 카카오톡 아이디 : ecu1 카카오톡 바로 연결 QR 문자 상담 : 010-****-**** 견적문의 카톡 양식 1. 차종 상세 모델 및 엔진 제원: 예) 포르쉐 971 파나메라 4.0 터보 550HP, 2....",카카오,https://blog.naver.com/chiptuning/224373811879,filter_candidate,filter,high,카카오톡이나 전화번호를 통한 직접적인 문의 유도 및 견적 문의가 포함된 광고성 게시글입니다.
(수수료X)쿠팡 로켓배송/로켓와우/쿠팡이츠 대리구매 해드려요 로켓프레시 15000원이상 가능 로켓직구 가능 쿠팡이츠 가능 주문 후 취소 및 변경 불가,쿠팡,https://cafe.daum.net/ok1221/8bIJ/7803316,filter_candidate,filter,high,대리구매 및 판매를 목적으로 하는 광고성 게시글에 해당합니다.
상담 문의 웨딩두잇 위드 이유스타일 웨딩 ☎ 02-1661-9703 카카오톡 오픈채팅 상담 카카오채널 wdoit #크리아뜰리에 #크리아뜰리에신상 #셀프드레스 #셀프웨딩드레스 #웨딩드레스 #웨딩드레스추천 #스몰웨딩 #야외결혼식...,카카오,https://cafe.naver.com/mp3down99/527555,filter_candidate,filter,high,전화번호와 카카오톡 문의 등 명확한 판매/홍보성 게시글입니다.
"예를 들어, 사건 당일의 카드 영수증(술집, 모텔, 귀가 교통수단), 카카오톡·문자 대화 내역, 주변 CCTV 위치, 현장 동선 메모, 당시 통화 기록, 목격자 연락처, 음주량과 시간표 기록 등이 필요합니다....",카카오,https://blog.naver.com/hrcccfato/224370918619,filter_candidate,filter,high,"법률/수사 등 민감한 정보 제공 요청 목록으로, 해당 기업에 대한 일반적인 반응이나 사건 보도와 관련이 없습니다."
결론부터 말씀드리면 선불폰 신규개통으로 전화번호가 바뀐다고 해서 카카오계정 자체가 자동으로 없어지는 것은 아닙니다. 다만 기존 대화내용까지 안전하게 유지하려면 새 번호를 만들기 전에 카카오톡...,카카오,https://blog.naver.com/wecanspeakenglish/224370917321,filter_candidate,normal,high,사용자에게 실제 정보를 제공하며 기술적인 상황에 대한 의견을 제시하고 있다.
27.08.11 까지 / 8.9에 팔아요 3장 있습니다 !,올리브영,https://cafe.daum.net/ok1221/8bIJ/7803169,filter_candidate,filter,high,날짜와 수량을 언급하며 물건을 판매하려는 전형적인 중고거래성 게시글입니다.
청소 포함) 위치: Bayview & Steeles 인근 📩 오픈채팅 (뷰잉 환영): https://open.kakao.com/o/sPty5t2f 토론토홈스테이 토론토민박 #토론토 #홈스테이 #토론토홈스테이...,카카오,https://cafe.daum.net/skc67/33dV/1291312,filter_candidate,filter,high,오픈 채팅 링크와 함께 숙소 임대 및 중개와 관련된 광고성 내용이 포함되어 있습니다.
피나무꿀은 가격 문의 문자 부탁 *********** 피나무꿀 강원도 깊은산골 산지직송 네이버쇼핑 저희 천연꿀 등록중 카드결제는 링크보내드림 직거래금액이 더 착한가격...,네이버,https://cafe.daum.net/two0513/HlG5/7283,filter_candidate,filter,high,직접 판매 및 가격 문의를 유도하는 전형적인 광고/판매성 게시글입니다.
저는 쿠팡에서 해외구매대행을 하다가 최근에 건강식품으로 넘어온 온라인 셀러입니다. 평소 눈팅만하다가... 갠톡과 전화로 상담을 받아보면서 쿠팡 상위 노출 공략 방법부터 썸네일과 상세페이지 기획 방법까지...,쿠팡,https://cafe.naver.com/sales2013/40746,filter_candidate,filter,high,자신이 셀러임을 밝히고 문의/홍보성 정보를 제공하며 상담을 유도하고 있어 광고성 게시글에 해당합니다.
"카톡 상담으로 직접 문의했어 바로 시작하기보다는, 카카오톡으로 조건을 문의했어. 돈이 들어가는지, 내가 정할 수 있는 시간인지, 정산은 어떻게 되는지 다 물어봤지 ㅋㅋ 답변이 빨리 오니까 믿음이 확...",카카오,https://blog.naver.com/keirosu198635/224370917614,filter_candidate,filter,high,구체적인 서비스 문의 과정과 절차를 다루고 있어 스팸성 또는 광고성 문의로 판단됩니다.
"많은 경우 모둠컷 사진 가능,비매품 영수증 구매증빙-중고거래증빙X) ★네이버아이디/연락처는 구매자가 요구하지 않아도 판매자가 반드시 알려줘야 함(거부시 규정 처리) https://naver.me/GlRvqbkE 기존 17->16으로 인하해요",네이버,https://cafe.naver.com/perfumelove/1692717,filter_candidate,filter,high,"이는 중고거래 및 판매와 관련된 안내글로, 광고/스팸성 게시글에 해당합니다."
"가격 40,000원, 8/13(목) 롯데 vs SSG 워페 5블럭 단석 양도합니다., 친구 1명이 일정상 못가게 되어 판매합니다. 워페는 5블럭이죠..ㅎㅎ 희망하시는 분 메시지 주세요! (댓글도 달아주시면 감사드리겠습니다) 먼저...",SSG,https://cafe.naver.com/skwyvernsforever/453457,filter_candidate,filter,high,실제 판매 및 양도에 관한 게시글이므로 광고/스팸으로 간주합니다.
높이고 기존 거래처 물량과 결합하여 즉각적이고 안정적인 매출 극대화를 이룰 수 있습니다. 딜 담당자 : 장상기 회계사 (한국공인회계사) 이메일 : ****@*******.*** 카카오톡 상담: https://open.kakao.com/o/sczdYSui 연락처 : 02-6415-8610 더 많은 매물: https://www.fmx.or.kr/partnerdetail.php?user_idx=1094,카카오,https://franerp.tistory.com/1949,filter_candidate,filter,high,"연락처, 이메일, 링크 등 명확한 판매/홍보성 정보가 포함되어 있어 스팸/광고성이 강합니다."
"가이드 (핵심 프로세스) ① 판매 채널 및 광고 정리 (신규 주문 차단) 가장 먼저 신규 주문 발생을 차단해야 합니다. 스마트스토어, 쿠팡, G마켓, 옥션, 11번가 등 모든 채널의 상품 판매 상태를 확인하세요. 광고 우선 중지: 검색광고, 쇼핑광고, 자동광고 등이 계속 실행되면 사업 정리를 준비하는 동안에도 불필요한...",11번가,https://kuksoolone.com/1277,filter_candidate,normal,high,"사업 정리와 관련된 프로세스 안내로, 기업 운영 및 리스크 판단에 관련된 정보가 포함되어 있습니다."
오늘 집중할 부업/분야 : 미구대 / 버티컬 예) 중국 해외구매대행 / 미국 해외구매대행 / 쿠팡 로켓배송 / 쿠팡 로켓그로스 / 등 3. 오늘 꼭 할 일 한 가지 : 업체통관고유부호 - 예) 상품 N개 업로드 / 강의 5강 복습 / 마켓...,쿠팡,https://cafe.naver.com/95as/19821,filter_candidate,filter,high,특정 수익 모델이나 업무 수행 계획을 공유하는 판매/홍보성 게시글로 판단됩니다.
한국 계좌로 이체해드리고 캔불 현금으로 혹은 이트렌스퍼 받겠습니다. 장소는 영앤쉐퍼드 혹은 노스욕 가능합니다. 관심 있으신 분들은 문자 부탁드립니다. 416-565-0060,네이버,https://cafe.daum.net/skc67/9rM6/50446,filter_candidate,filter,high,"계좌 이체 및 현금 결제 요청, 연락처 노출 등으로 광고 또는 중고거래 성격의 스팸 게시글로 판단됨."
2.7에 팔아요!,올리브영,https://cafe.daum.net/ok1221/8bIJ/7803020,filter_candidate,filter,high,특정 날짜에 판매를 언급하는 것으로 광고 또는 거래 성격이 강합니다.
부분이나 문의사항이 있으시면 부담없이 연락부탁드립니다. 연락처:070-8558-9890 카카오톡:tmddyd228 89sjn [주소] 東京都中野区東中野5-4-8 小山ビル2階 民俗村 [교통...,카카오,https://cafe.daum.net/japantokyo/2LH/440227,filter_candidate,filter,high,연락처와 판매/문의 유도가 포함된 광고성 스팸성 게시글입니다.
"영주권, 그리고 이를 위한 미국 투자이민, 시작부터 온누리와 함께하시면 올바른 정보로 올바른 판단 기준이 생깁니다. 미국투자이민에 관련된 그 어떤 내용이라도 상담 주시면 꼼꼼하게 궁금하신 점 해결 드리겠습니다. 홈페이지: https://on-nuri.co.kr/ 카카오톡: http://pf.kakao.com/_AmvzK 연락처: tel:02-556-7474",카카오,https://onnuricorp.tistory.com/98,filter_candidate,filter,high,특정 서비스를 홍보하며 상담 및 문의를 유도하는 광고성 게시글입니다.
할인 쿠폰 증정! • ​🏬 입점몰: 네이버 스마트스토어 / 쿠팡 / G마켓 / 옥션 / 11번가 #장갑 #면장갑 #목장갑 #반코팅 #황코팅 #코팅장갑 #PU장갑 #용접장갑 #토시 #공구...,11번가,https://cafe.daum.net/ekarmstnf/N2jT/61322,filter_candidate,filter,high,"여러 쇼핑몰과 제품명, 할인을 언급하는 전형적인 광고/판매성 게시글입니다."
"com/drhp/1389965 @ 택배거래는 영상통화 & 카카오톡 영상통화 이용하여, 반드시, 제품 확인하시고 거래하세요. @ 중고장터 사기 예방 가이드 https://cafe.naver.com/drhp/2141514 @ 아래 양식 반드시 적어서 게시. 1....",카카오,https://cafe.naver.com/drhp/2631634,filter_candidate,filter,high,"중고거래 시 주의사항 및 가이드라인 안내로, 판매/거래와 관련된 내용이므로 제외하는 것이 적절함."
주문가능/(선물 주문가능) 건강식품/홍삼 /버섯/건강즙 주문 가능 ​ https://shop.coupang.com/lucky777 ​ 카톡 :simpel602 (주문 하기전 문의가능 합니다.) ​ ​ ​ ​ 중국에서...,쿠팡,https://cafe.daum.net/qingdaokorean/CIo4/48277,filter_candidate,filter,high,쇼핑몰 링크와 카카오톡 문의를 통해 상품 판매 및 주문을 유도하는 광고성 게시글입니다.
꾸준히 공부+운동 하는 편입니다 서로 동기부여 돼서 열심히 하면 좋겠습니다! 카카오톡 오픈채팅을 시작해 보세요. 링크를 선택하면 카카오톡이 실행됩니다. 1:1 카톡...,카카오,https://cafe.daum.net/precta/2BvD/88990,filter_candidate,filter,high,카카오톡 오픈채팅 참여 및 1:1 카톡 유도 등 판매/홍보성 게시글의 성격이 강합니다.
